player_name,team_name,position_clean,base_salary,guaranteed_comp,player_key_merge,team_key
Adyn Torres,Atlanta United,Defensive Midfield,80622.0,80622.0,adyn torres,atlanta united
Ajani Fortune,Atlanta United,Central Midfield,109000.0,109000.0,ajani fortune,atlanta united
Aleksey Miranchuk,Atlanta United,Attacking Midfield,3600000.0,4885441.0,aleksey miranchuk,atlanta united
Ashton Gordon,Atlanta United,Right Wing,80622.0,80622.0,ashton gordon,atlanta united
Bartosz Slisz,Atlanta United,Defensive Midfield,670000.0,870000.0,bartosz slisz,atlanta united
Brad Guzan,Atlanta United,Goalkeeper,300000.0,312500.0,brad guzan,atlanta united
Brooks Lennon,Atlanta United,Right-back,740000.0,740000.0,brooks lennon,atlanta united
Cayman Togashi,Atlanta United,Center Forward,104000.0,104000.0,cayman togashi,atlanta united
Cooper Sanchez,Atlanta United,Central Midfield,80622.0,80622.0,cooper sanchez,atlanta united
Dominik Chong Qui,Atlanta United,Left-back,80622.0,80622.0,dominik chong qui,atlanta united
Edwin Mosquera,Atlanta United,Left Wing,425000.0,455833.0,edwin mosquera,atlanta united
Emmanuel Latte Lath,Atlanta United,Center Forward,3534546.0,4030546.0,emmanuel latte lath,atlanta united
Enea Mihaj,Atlanta United,Center-back,1030000.0,1372000.0,enea mihaj,atlanta united
Jamal Thiare,Atlanta United,Center Forward,700000.0,730000.0,jamal thiare,atlanta united
Jayden Hibbert,Atlanta United,Goalkeeper,80622.0,80622.0,jayden hibbert,atlanta united
Josh Cohen,Atlanta United,Goalkeeper,289992.0,328492.0,josh cohen,atlanta united
Juan Berrocal,Atlanta United,Center-back,1200000.0,1200000.0,juan berrocal,atlanta united
Leo Afonso,Atlanta United,Left Wing,80622.0,80622.0,leo afonso,atlanta united
Luke Brennan,Atlanta United,Right Midfield,104000.0,104000.0,luke brennan,atlanta united
Matthew Edwards,Atlanta United,Right-back,80622.0,80622.0,matthew edwards,atlanta united
Miguel Almiron,Atlanta United,Right Wing,6056000.0,7871000.0,miguel almiron,atlanta united
Noah Cobb,Atlanta United,Center-back,109000.0,109000.0,noah cobb,atlanta united
Nyk Sessock,Atlanta United,Right-back,104000.0,104000.0,nyk sessock,atlanta united
Pedro Amador,Atlanta United,Left-back,231996.0,267608.0,pedro amador,atlanta united
Ronald Hernandez,Atlanta United,Right-back,275000.0,290750.0,ronald hernandez,atlanta united
Saba Lobjanidze,Atlanta United,Left Wing,900000.0,998750.0,saba lobjanidze,atlanta united
Steven Alzate,Atlanta United,Central Midfield,1125200.0,1440101.0,steven alzate,atlanta united
Stian Gregersen,Atlanta United,Center-back,800000.0,920000.0,stian gregersen,atlanta united
Tristan Muyumba,Atlanta United,Defensive Midfield,550000.0,591600.0,tristan muyumba,atlanta united
Will Reilly,Atlanta United,Central Midfield,80622.0,80622.0,will reilly,atlanta united
Besard Sabovic,Austin FC,Central Midfield,550000.0,550000.0,besard sabovic,austin fc
Brad Stuver,Austin FC,Goalkeeper,484500.0,507313.0,brad stuver,austin fc
Brandon Vazquez,Austin FC,Center Forward,3200000.0,3551778.0,brandon vazquez,austin fc
CJ Fodrey,Austin FC,Left Wing,104000.0,108000.0,cj fodrey,austin fc
Damian Las,Austin FC,Goalkeeper,125000.0,125000.0,damian las,austin fc
Daniel Pereira,Austin FC,Central Midfield,475000.0,514375.0,daniel pereira,austin fc
Diego Rubio,Austin FC,Center Forward,208000.0,208000.0,diego rubio,austin fc
Guilherme da Trindade Dubas,Austin FC,Left-back,275000.0,275000.0,guilherme da trindade dubas,austin fc
Ilie Sanchez,Austin FC,Defensive Midfield,600000.0,600000.0,ilie sanchez,austin fc
Jader Obrian,Austin FC,Right Wing,450000.0,505401.0,jader obrian,austin fc
Jimmy Farkarlun,Austin FC,Right Wing,80622.0,80622.0,jimmy farkarlun,austin fc
Jon Gallagher,Austin FC,Right-back,375000.0,375000.0,jon gallagher,austin fc
Julio Cascante,Austin FC,Center-back,780000.0,853750.0,julio cascante,austin fc
Mateja Djordjevic,Austin FC,Center-back,337500.0,347500.0,mateja djordjevic,austin fc
Micah Burton,Austin FC,Attacking Midfield,104000.0,115000.0,micah burton,austin fc
Mikkel Desler,Austin FC,Right-back,550000.0,550000.0,mikkel desler,austin fc
Myrto Uzuni,Austin FC,Left Wing,1520000.0,2225000.0,myrto uzuni,austin fc
Nicolas Dubersarsky,Austin FC,Central Midfield,275000.0,297986.0,nicolas dubersarsky,austin fc
Oleksandr Svatok,Austin FC,Center-back,500000.0,505000.0,oleksandr svatok,austin fc
Osman Bukari,Austin FC,Right Wing,1500000.0,1500000.0,osman bukari,austin fc
Owen Wolff,Austin FC,Central Midfield,208000.0,221600.0,owen wolff,austin fc
Riley Thomas,Austin FC,Right-back,80622.0,80622.0,riley thomas,austin fc
Robert Taylor,Austin FC,Left Wing,575000.0,633333.0,robert taylor,austin fc
Stefan Cleveland,Austin FC,Goalkeeper,250000.0,274167.0,stefan cleveland,austin fc
Zan Kolmanic,Austin FC,Left-back,350000.0,350000.0,zan kolmanic,austin fc
Alessandro Biello,CF Montreal,Central Midfield,80622.0,80622.0,alessandro biello,cf montreal
Bode Hidalgo,CF Montreal,Right-back,275000.0,305800.0,bode hidalgo,cf montreal
Brandan Craig,CF Montreal,Center-back,80622.0,90427.0,brandan craig,cf montreal
Bryce Duke,CF Montreal,Attacking Midfield,350000.0,431875.0,bryce duke,cf montreal
Dante Sealy,CF Montreal,Left Wing,104000.0,122022.0,dante sealy,cf montreal
Dawid Bugaj,CF Montreal,Right-back,240000.0,267600.0,dawid bugaj,cf montreal
Efrain Morales,CF Montreal,Center-back,104000.0,112019.0,efrain morales,cf montreal
Emil Gazdov,CF Montreal,Goalkeeper,80622.0,88769.0,emil gazdov,cf montreal
Fabian Herbers,CF Montreal,Right Wing,400000.0,440000.0,fabian herbers,cf montreal
Fernando Alvarez,CF Montreal,Center-back,275000.0,307500.0,fernando alvarez,cf montreal
Gennadiy Synchuk,CF Montreal,Right Wing,600000.0,606000.0,gennadiy synchuk,cf montreal
Giacomo Vrioni,CF Montreal,Center Forward,2000000.0,2247500.0,giacomo vrioni,cf montreal
Ivan Jaime,CF Montreal,Attacking Midfield,1800000.0,1991200.0,ivan jaime,cf montreal
Jonathan Sirois,CF Montreal,Goalkeeper,275000.0,292625.0,jonathan sirois,cf montreal
Kwadwo Mahala Opoku,CF Montreal,Right Wing,458333.0,598560.0,kwadwo mahala opoku,cf montreal
Luca Petrasso,CF Montreal,Left-back,104000.0,119136.0,luca petrasso,cf montreal
Matias Coccaro,CF Montreal,Center Forward,800000.0,888000.0,matias coccaro,cf montreal
Matty Longstaff,CF Montreal,Central Midfield,312000.0,331869.0,matty longstaff,cf montreal
Olger Escobar,CF Montreal,Attacking Midfield,80622.0,86018.0,olger escobar,cf montreal
Owen Graham-Roache,CF Montreal,Center Forward,80622.0,86512.0,owen graham roache,cf montreal
Prince Owusu,CF Montreal,Center Forward,900000.0,1007500.0,prince owusu,cf montreal
Samuel Piette,CF Montreal,Defensive Midfield,535250.0,561016.0,samuel piette,cf montreal
Sebastian Breza,CF Montreal,Goalkeeper,104000.0,104000.0,sebastian breza,cf montreal
Sunusi Ibrahim,CF Montreal,Center Forward,350000.0,410000.0,sunusi ibrahim,cf montreal
Thomas Gillier,CF Montreal,Goalkeeper,445000.0,487000.0,thomas gillier,cf montreal
Victor Loturi,CF Montreal,Central Midfield,80622.0,92122.0,victor loturi,cf montreal
Yuri Guboglo,CF Montreal,Right-back,80622.0,86311.0,yuri guboglo,cf montreal
Adilson Malanda,Charlotte FC,Center-back,900000.0,900000.0,adilson malanda,charlotte fc
Andrew Privett,Charlotte FC,Center-back,220000.0,251400.0,andrew privett,charlotte fc
Archie Goodwin,Charlotte FC,Center Forward,300000.0,341187.0,archie goodwin,charlotte fc
Ashley Westwood,Charlotte FC,Defensive Midfield,750000.0,783333.0,ashley westwood,charlotte fc
Baye Coulibaly,Charlotte FC,Defensive Midfield,240000.0,269500.0,baye coulibaly,charlotte fc
Bill Tuiloma,Charlotte FC,Center-back,500000.0,524938.0,bill tuiloma,charlotte fc
Brandon Cambridge,Charlotte FC,Right Wing,125000.0,133026.0,brandon cambridge,charlotte fc
Brandt Bronico,Charlotte FC,Central Midfield,350000.0,389000.0,brandt bronico,charlotte fc
Brian Romero,Charlotte FC,Right Wing,125000.0,135833.0,brian romero,charlotte fc
Chituru Odunze,Charlotte FC,Goalkeeper,104000.0,117508.0,chituru odunze,charlotte fc
David Bingham,Charlotte FC,Goalkeeper,104000.0,104000.0,david bingham,charlotte fc
Djibril Diani,Charlotte FC,Defensive Midfield,300000.0,337944.0,djibril diani,charlotte fc
Drake Callender,Charlotte FC,Goalkeeper,399996.0,455913.0,drake callender,charlotte fc
Eryk Williamson,Charlotte FC,Central Midfield,775000.0,775000.0,eryk williamson,charlotte fc
Harry Toffolo,Charlotte FC,Left-back,900000.0,1020000.0,harry toffolo,charlotte fc
Idan Toklomati,Charlotte FC,Center Forward,415000.0,452700.0,idan toklomati,charlotte fc
Jack Neeley,Charlotte FC,Center-back,104000.0,106000.0,jack neeley,charlotte fc
Jahkeele Marshall-Rutty,Charlotte FC,Right Midfield,375000.0,423125.0,jahkeele marshall rutty,charlotte fc
Jahlane Forbes,Charlotte FC,Left-back,80622.0,80622.0,jahlane forbes,charlotte fc
Kerwin Vargas,Charlotte FC,Left Wing,600000.0,683750.0,kerwin vargas,charlotte fc
Liel Abada,Charlotte FC,Right Wing,2400000.0,2548500.0,liel abada,charlotte fc
Mikah Thomas,Charlotte FC,Left-back,80622.0,81025.0,mikah thomas,charlotte fc
Nathan Byrne,Charlotte FC,Right-back,475000.0,498750.0,nathan byrne,charlotte fc
Nick Holliday,Charlotte FC,Goalkeeper,80622.0,80622.0,nick holliday,charlotte fc
Nick Scardina,Charlotte FC,Right-back,104000.0,104000.0,nick scardina,charlotte fc
Nikola Petkovic,Charlotte FC,Defensive Midfield,420000.0,466250.0,nikola petkovic,charlotte fc
Nimfasha Berchimas,Charlotte FC,Left Wing,110000.0,124934.0,nimfasha berchimas,charlotte fc
Pep Biel,Charlotte FC,Attacking Midfield,1300000.0,1540563.0,pep biel,charlotte fc
Souleyman Doumbia,Charlotte FC,Left-back,500000.0,541250.0,souleyman doumbia,charlotte fc
Tim Ream,Charlotte FC,Center-back,1000000.0,1127750.0,tim ream,charlotte fc
Tyger Smalls,Charlotte FC,Left Wing,80622.0,80622.0,tyger smalls,charlotte fc
Wilfried Zaha,Charlotte FC,Left Wing,2666667.0,2751667.0,wilfried zaha,charlotte fc
Andre Franco,Chicago Fire,Attacking Midfield,650000.0,697083.0,andre franco,chicago fire
Andrew Gutman,Chicago Fire,Left-back,600000.0,600000.0,andrew gutman,chicago fire
Brian Gutierrez,Chicago Fire,Attacking Midfield,857955.0,950425.0,brian gutierrez,chicago fire
Bryan Dowd,Chicago Fire,Goalkeeper,80622.0,80622.0,bryan dowd,chicago fire
Chase Gasper,Chicago Fire,Left-back,575000.0,600000.0,chase gasper,chicago fire
Chris Brady,Chicago Fire,Goalkeeper,249996.0,348329.0,chris brady,chicago fire
Chris Mueller,Chicago Fire,Right Wing,699996.0,762316.0,chris mueller,chicago fire
Christopher Cupps,Chicago Fire,Center-back,80622.0,83408.0,christopher cupps,chicago fire
David Poreba,Chicago Fire,Attacking Midfield,80622.0,88747.0,david poreba,chicago fire
Dean Boltz,Chicago Fire,Center Forward,80622.0,82622.0,dean boltz,chicago fire
Dylan Borso,Chicago Fire,Attacking Midfield,80622.0,88622.0,dylan borso,chicago fire
Georgios Koutsias,Chicago Fire,Center Forward,470800.0,470800.0,georgios koutsias,chicago fire
Hugo Cuypers,Chicago Fire,Center Forward,3238000.0,3528044.0,hugo cuypers,chicago fire
Jack Elliott,Chicago Fire,Center-back,914773.0,1008537.0,jack elliott,chicago fire
Jeff Gal,Chicago Fire,Goalkeeper,140000.0,140000.0,jeff gal,chicago fire
Joel Waterman,Chicago Fire,Center-back,474250.0,555400.0,joel waterman,chicago fire
Jonathan Bamba,Chicago Fire,Left Wing,5000000.0,5581806.0,jonathan bamba,chicago fire
Jonathan Dean,Chicago Fire,Right-back,130000.0,138167.0,jonathan dean,chicago fire
Justin Reynolds,Chicago Fire,Right-back,104000.0,104000.0,justin reynolds,chicago fire
Kellyn Acosta,Chicago Fire,Defensive Midfield,1461796.0,1628477.0,kellyn acosta,chicago fire
Leonardo Barroso,Chicago Fire,Right-back,300000.0,345500.0,leonardo barroso,chicago fire
Maren Haile-Selassie,Chicago Fire,Right Midfield,388000.0,427500.0,maren haile selassie,chicago fire
Mauricio Pineda,Chicago Fire,Center-back,355012.0,475169.0,mauricio pineda,chicago fire
Omar Gonzalez,Chicago Fire,Center-back,104000.0,123333.0,omar gonzalez,chicago fire
Omari Glasgow,Chicago Fire,Right Midfield,104000.0,117685.0,omari glasgow,chicago fire
Philip Zinckernagel,Chicago Fire,Right Wing,1450750.0,1631290.0,philip zinckernagel,chicago fire
Robert Turdean,Chicago Fire,Attacking Midfield,80622.0,113549.0,robert turdean,chicago fire
Rominigue Kouame,Chicago Fire,Central Midfield,600000.0,693755.0,rominigue kouame,chicago fire
Sam Rogers,Chicago Fire,Center-back,120000.0,143000.0,sam rogers,chicago fire
Sam Williams,Chicago Fire,Defensive Midfield,80622.0,91951.0,sam williams,chicago fire
Sergio Oregel,Chicago Fire,Central Midfield,113400.0,113400.0,sergio oregel,chicago fire
Tom Barlow,Chicago Fire,Center Forward,300000.0,330000.0,tom barlow,chicago fire
Viktor Radojevic,Chicago Fire,Left-back,300000.0,307000.0,viktor radojevic,chicago fire
Alex Harris,Colorado Rapids,Right Wing,80622.0,82622.0,alex harris,colorado rapids
Alexis Manyoma,Colorado Rapids,Left Wing,535200.0,592950.0,alexis manyoma,colorado rapids
Ali Fadal,Colorado Rapids,Central Midfield,80622.0,80622.0,ali fadal,colorado rapids
Andreas Maxs,Colorado Rapids,Center-back,1200000.0,1392500.0,andreas maxs,colorado rapids
Bryce Jamison,Colorado Rapids,Right Wing,104000.0,116466.0,bryce jamison,colorado rapids
Calvin Harris,Colorado Rapids,Right Wing,150000.0,152000.0,calvin harris,colorado rapids
Cole Bassett,Colorado Rapids,Attacking Midfield,850000.0,850000.0,cole bassett,colorado rapids
Connor Ronan,Colorado Rapids,Central Midfield,490000.0,542400.0,connor ronan,colorado rapids
Daouda Amadou,Colorado Rapids,Defensive Midfield,80622.0,80622.0,daouda amadou,colorado rapids
Darren Yapi,Colorado Rapids,Center Forward,104000.0,114833.0,darren yapi,colorado rapids
Ian Murphy,Colorado Rapids,Center-back,400000.0,447500.0,ian murphy,colorado rapids
Jackson Travis,Colorado Rapids,Left-back,104000.0,106500.0,jackson travis,colorado rapids
Josh Atencio,Colorado Rapids,Defensive Midfield,350000.0,350000.0,josh atencio,colorado rapids
Keegan Rosenberry,Colorado Rapids,Right-back,400000.0,400000.0,keegan rosenberry,colorado rapids
Kimani Stewart-Baynes,Colorado Rapids,Left Wing,90000.0,91000.0,kimani stewart baynes,colorado rapids
Michael Edwards,Colorado Rapids,Center-back,160000.0,160000.0,michael edwards,colorado rapids
Nate Jones,Colorado Rapids,Center-back,80622.0,80622.0,nate jones,colorado rapids
Nicolas Hansen,Colorado Rapids,Goalkeeper,80622.0,80622.0,nicolas hansen,colorado rapids
Oliver Larraz,Colorado Rapids,Central Midfield,125000.0,130625.0,oliver larraz,colorado rapids
Paxten Aaronson,Colorado Rapids,Attacking Midfield,2000000.0,2228063.0,paxten aaronson,colorado rapids
Rafael Navarro Leal,Colorado Rapids,Center Forward,1392000.0,1449600.0,rafael navarro leal,colorado rapids
Rafael Santos,Colorado Rapids,Left-back,375000.0,401188.0,rafael santos,colorado rapids
Reggie Cannon,Colorado Rapids,Right-back,750000.0,841500.0,reggie cannon,colorado rapids
Rob Holding,Colorado Rapids,Center-back,1200000.0,1200000.0,rob holding,colorado rapids
Sam Bassett,Colorado Rapids,Defensive Midfield,80622.0,80622.0,sam bassett,colorado rapids
Sam Vines,Colorado Rapids,Left-back,900000.0,912500.0,sam vines,colorado rapids
Theodore Ku-DiPietro,Colorado Rapids,Attacking Midfield,400000.0,456000.0,theodore ku dipietro,colorado rapids
Wayne Frederick,Colorado Rapids,Central Midfield,104000.0,104000.0,wayne frederick,colorado rapids
Zack Steffen,Colorado Rapids,Goalkeeper,1000000.0,1000000.0,zack steffen,colorado rapids
Abraham Romero,Columbus Crew,Goalkeeper,104000.0,104000.0,abraham romero,columbus crew
Amar Sejdic,Columbus Crew,Defensive Midfield,104000.0,118550.0,amar sejdic,columbus crew
Andres Herrera,Columbus Crew,Right-back,650000.0,737158.0,andres herrera,columbus crew
Cesar Ruvalcaba,Columbus Crew,Center-back,80622.0,80622.0,cesar ruvalcaba,columbus crew
Cole Mrowka,Columbus Crew,Central Midfield,80622.0,100630.0,cole mrowka,columbus crew
Daniel Gazdag,Columbus Crew,Attacking Midfield,2000004.0,2597643.0,daniel gazdag,columbus crew
Darlington Nagbe,Columbus Crew,Central Midfield,1425000.0,1565833.0,darlington nagbe,columbus crew
Derrick Jones,Columbus Crew,Central Midfield,350000.0,387500.0,derrick jones,columbus crew
Diego Rossi,Columbus Crew,Attacking Midfield,2725000.0,3426827.0,diego rossi,columbus crew
Dylan Chambost,Columbus Crew,Attacking Midfield,450000.0,557219.0,dylan chambost,columbus crew
Evan Bush,Columbus Crew,Goalkeeper,104000.0,104000.0,evan bush,columbus crew
Hugo Picard,Columbus Crew,Left Midfield,675000.0,731244.0,hugo picard,columbus crew
Ibrahim Aliyu,Columbus Crew,Center Forward,474996.0,526375.0,ibrahim aliyu,columbus crew
Jacen Russell-Rowe,Columbus Crew,Center Forward,120000.0,130789.0,jacen russell rowe,columbus crew
Lassi Lappalainen,Columbus Crew,Left Wing,325000.0,368750.0,lassi lappalainen,columbus crew
Malte Amundsen,Columbus Crew,Center-back,624996.0,697496.0,malte amundsen,columbus crew
Mohamed Farsi,Columbus Crew,Right Midfield,425000.0,455000.0,mohamed farsi,columbus crew
Nicholas Hagen,Columbus Crew,Goalkeeper,104000.0,122600.0,nicholas hagen,columbus crew
Patrick Schulte,Columbus Crew,Goalkeeper,825000.0,957083.0,patrick schulte,columbus crew
Rudy Camacho,Columbus Crew,Center-back,525000.0,601000.0,rudy camacho,columbus crew
Sean Zawadzki,Columbus Crew,Central Midfield,400000.0,446875.0,sean zawadzki,columbus crew
Stanislav Lapkes,Columbus Crew,Goalkeeper,80622.0,99712.0,stanislav lapkes,columbus crew
Steven Moreira,Columbus Crew,Right-back,820000.0,902000.0,steven moreira,columbus crew
Taha Habroune,Columbus Crew,Central Midfield,104000.0,116000.0,taha habroune,columbus crew
Tristan Brown,Columbus Crew,Left-back,80622.0,84986.0,tristan brown,columbus crew
Wessam Abou Ali,Columbus Crew,Center Forward,1800000.0,2157375.0,wessam abou ali,columbus crew
Yevgen Cheberko,Columbus Crew,Center-back,610000.0,658250.0,yevgen cheberko,columbus crew
Aaron Herrera,DC United,Right-back,825000.0,920220.0,aaron herrera,dc united
Boris Enow,DC United,Central Midfield,500000.0,613900.0,boris enow,dc united
Brandon Servania,DC United,Central Midfield,104000.0,131056.0,brandon servania,dc united
Caden Clark,DC United,Attacking Midfield,375000.0,407000.0,caden clark,dc united
Christian Benteke,DC United,Center Forward,4500000.0,4937500.0,christian benteke,dc united
Conner Antley,DC United,Right-back,104000.0,105667.0,conner antley,dc united
David Schnegg,DC United,Left-back,600000.0,706250.0,david schnegg,dc united
Derek Dodson,DC United,Right-back,104000.0,110250.0,derek dodson,dc united
Dominique Badji,DC United,Center Forward,400000.0,435000.0,dominique badji,dc united
Gabriel Cordeiro Pirani,DC United,Attacking Midfield,725000.0,791700.0,gabriel cordeiro pirani,dc united
Garrison Tubbs,DC United,Center-back,104000.0,104000.0,garrison tubbs,dc united
Gavin Turner,DC United,Attacking Midfield,80622.0,102856.0,gavin turner,dc united
Hakim Karamoko,DC United,Right Wing,80622.0,80622.0,hakim karamoko,dc united
Hosei Kijima,DC United,Central Midfield,80622.0,80622.0,hosei kijima,dc united
Jackson Hopkins,DC United,Attacking Midfield,104000.0,104286.0,jackson hopkins,dc united
Jacob Murrell,DC United,Center Forward,80622.0,80622.0,jacob murrell,dc united
Jared Stroud,DC United,Left Wing,350000.0,392500.0,jared stroud,dc united
Joao Gabriel Martins Peglow,DC United,Left Wing,357500.0,608812.0,joao gabriel martins peglow,dc united
Joon-hong Kim,DC United,Goalkeeper,354000.0,427000.0,joon hong kim,dc united
Jordan Farr,DC United,Goalkeeper,104000.0,109000.0,jordan farr,dc united
Kristian Fletcher,DC United,Center Forward,150000.0,169509.0,kristian fletcher,dc united
Kye Rowles,DC United,Center-back,292500.0,494167.0,kye rowles,dc united
Lucas Bartlett,DC United,Center-back,450000.0,510625.0,lucas bartlett,dc united
Luis Barraza,DC United,Goalkeeper,180000.0,187688.0,luis barraza,dc united
Lukas MacNaughton,DC United,Center-back,120000.0,122100.0,lukas macnaughton,dc united
Matti Peltola,DC United,Defensive Midfield,750000.0,826000.0,matti peltola,dc united
Randall Leal,DC United,Left Wing,1150000.0,1265000.0,randall leal,dc united
Rida Zouhir,DC United,Central Midfield,80622.0,95362.0,rida zouhir,dc united
Alec Kann,FC Cincinnati,Goalkeeper,192500.0,192500.0,alec kann,fc cincinnati
Alvaro Barreal,FC Cincinnati,Left Wing,755000.0,917238.0,alvaro barreal,fc cincinnati
Alvas Powell,FC Cincinnati,Right-back,275000.0,319500.0,alvas powell,fc cincinnati
Ayoub Jabbari,FC Cincinnati,Center Forward,300000.0,354800.0,ayoub jabbari,fc cincinnati
Brad Smith,FC Cincinnati,Left-back,104000.0,114000.0,brad smith,fc cincinnati
